Dấu thời gian,Bạn là ai,Họ Tên,Tuổi,Địa Điểm Sinh Sống,Kỹ năng bạn có,Thời gian rảnh để tham gia tình nguyện,Lĩnh vực mà bạn quan tâm,Tên hoạt động tình nguyện  ,Mô tả công việc,Kỹ năng yêu cầu,Địa điểm,Thời gian thực hiện,Lĩnh vực hoạt động,"Sự kiện mà bạn từng tham gia? (Chưa tham gia vui lòng nhập ""Chưa tham gia"")"
01/11/2025 11:28:00,Tổ Chức,,,,,,,Đồng hành cùng học sinh vượt khó,,"Tổ chức sự kiện, Làm việc nhóm, Truyền thông",Hải Phòng,buổi sáng,Xã hội,
01/11/2025 11:28:15,Tổ Chức,,,,,,,Gây quỹ ủng hộ trẻ em nghèo,,"Giao tiếp, Đồng cảm, Làm việc nhóm",Bắc Giang,linh hoạt,Xã hội,
01/11/2025 11:28:30,Tổ Chức,,,,,,,Hỗ trợ ôn thi tốt nghiệp THPT cho học sinh nghèo,,"Soạn giáo án, Giao tiếp, Kiên nhẫn",Đắk Lắk,buổi tối,Giáo dục,
01/11/2025 11:28:45,Tổ Chức,,,,,,,Khám sức khỏe miễn phí vùng sâu vùng xa,,"Tư vấn, Chăm sóc, Làm việc nhóm",Cần Thơ,buổi tối,Y tế,
01/11/2025 11:29:00,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Truyền thông, Sáng tạo, Làm việc nhóm",Bắc Giang,online,Nghệ thuật,
01/11/2025 11:29:17,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Thiết kế, Truyền thông, Nghệ thuật",Nha Trang,buổi tối,Nghệ thuật,
01/11/2025 11:29:32,Tổ Chức,,,,,,,Tư vấn tâm lý cho thanh thiếu niên,,"Đồng cảm, Tổ chức sự kiện, Làm việc nhóm",Nha Trang,cuối tuần,Xã hội,
01/11/2025 11:29:48,Tổ Chức,,,,,,,Chăm sóc người già neo đơn,,"Giao tiếp, Làm việc nhóm, Chăm sóc",Thanh Hóa,buổi tối,Y tế,
01/11/2025 11:30:06,Tổ Chức,,,,,,,Thiết kế poster sự kiện thiện nguyện,,"Thiết kế, Nghệ thuật, Truyền thông",Thái Bình,buổi tối,Nghệ thuật,
01/11/2025 11:30:22,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Làm việc nhóm, Quan sát, Thuyết trình",Long An,online,Môi trường,
01/11/2025 11:30:38,Tổ Chức,,,,,,,Hiến máu nhân đạo,,"Làm việc nhóm, Tư vấn, Giao tiếp",Thái Bình,buổi tối,Y tế,
01/11/2025 11:30:55,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Làm việc nhóm, Y tế cơ bản, Giao tiếp",Cần Thơ,buổi chiều,Y tế,
01/11/2025 11:31:11,Tổ Chức,,,,,,,Hỗ trợ kỹ thuật trong hội thảo trực tuyến,,"Giải quyết vấn đề, Công nghệ thông tin, Thiết kế web",Phú Thọ,online,Công nghệ,
01/11/2025 11:31:26,Tổ Chức,,,,,,,Chia sẻ kinh nghiệm học tập trực tuyến,,"Giảng dạy, Giao tiếp, Tổ chức lớp học",Nghệ An,cuối tuần,Giáo dục,
01/11/2025 11:38:26,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Phân tích dữ liệu, Giải quyết vấn đề, Công nghệ thông tin",Thái Bình,cuối tuần,Công nghệ,
01/11/2025 11:38:41,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Truyền thông, Làm việc nhóm, Nghệ thuật",Quảng Ninh,linh hoạt,Nghệ thuật,
01/11/2025 11:38:55,Tổ Chức,,,,,,,Hỗ trợ bệnh nhân tại bệnh viện,,"Y tế cơ bản, Tư vấn, Làm việc nhóm",Lào Cai,buổi chiều,Y tế,
01/11/2025 11:39:09,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Thiết kế, Truyền thông, Làm việc nhóm",Phú Thọ,online,Nghệ thuật,
01/11/2025 11:39:24,Tổ Chức,,,,,,,Hỗ trợ bệnh nhân tại bệnh viện,,"Y tế cơ bản, Giao tiếp, Làm việc nhóm",Vũng Tàu,cuối tuần,Y tế,
01/11/2025 11:42:26,Tổ Chức,,,,,,,Thiết kế poster sự kiện thiện nguyện,,"Nghệ thuật, Thiết kế, Sáng tạo",Hà Nội,buổi sáng,Nghệ thuật,
01/11/2025 11:42:40,Tổ Chức,,,,,,,Hỗ trợ ôn thi tốt nghiệp THPT cho học sinh nghèo,,"Kiên nhẫn, Soạn giáo án, Giao tiếp",Bắc Giang,buổi tối,Giáo dục,
01/11/2025 11:42:57,Tổ Chức,,,,,,,Chăm sóc người già neo đơn,,"Tư vấn, Giao tiếp, Làm việc nhóm",Thanh Hóa,buổi chiều,Y tế,
01/11/2025 11:43:13,Tổ Chức,,,,,,,Khám sức khỏe miễn phí vùng sâu vùng xa,,"Y tế cơ bản, Tư vấn, Làm việc nhóm",Nam Định,linh hoạt,Y tế,
01/11/2025 11:43:27,Tổ Chức,,,,,,,Tư vấn tâm lý cho thanh thiếu niên,,"Đồng cảm, Giao tiếp, Truyền thông",Vũng Tàu,cuối tuần,Xã hội,
01/11/2025 11:43:41,Tổ Chức,,,,,,,Hỗ trợ ôn thi tốt nghiệp THPT cho học sinh nghèo,,"Soạn giáo án, Kiên nhẫn, Giao tiếp",Bình Dương,buổi tối,Giáo dục,
01/11/2025 11:43:55,Tổ Chức,,,,,,,Tổ chức hackathon sinh viên,,"Công nghệ thông tin, Lập trình, Thiết kế web",Thái Bình,buổi sáng,Công nghệ,
01/11/2025 11:44:10,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Tổ chức sự kiện, Làm việc nhóm, Truyền thông",Bắc Giang,buổi chiều,Môi trường,
01/11/2025 11:44:24,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Giao tiếp, Tư vấn, Chăm sóc",Huế,buổi tối,Y tế,
01/11/2025 11:44:38,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Tư vấn, Y tế cơ bản, Giao tiếp",Vũng Tàu,linh hoạt,Y tế,
01/11/2025 11:44:53,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Truyền thông, Thiết kế, Làm việc nhóm",Đà Nẵng,buổi chiều,Nghệ thuật,
01/11/2025 11:45:07,Tổ Chức,,,,,,,Tổ chức lớp học kỹ năng sống,,"Tổ chức lớp học, Kiên nhẫn, Soạn giáo án",Bình Dương,buổi chiều,Giáo dục,
01/11/2025 11:45:23,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Sáng tạo, Truyền thông, Thiết kế",Phú Thọ,cuối tuần,Nghệ thuật,
01/11/2025 11:45:38,Tổ Chức,,,,,,,Tư vấn tâm lý cho thanh thiếu niên,,"Giao tiếp, Tổ chức sự kiện, Làm việc nhóm",Bình Dương,cuối tuần,Xã hội,
01/11/2025 11:45:52,Tổ Chức,,,,,,,Tổ chức Ngày Trái Đất,,"Thuyết trình, Quan sát, Làm việc nhóm",Đà Nẵng,linh hoạt,Môi trường,
01/11/2025 11:46:07,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Giải quyết vấn đề, Thiết kế web, Công nghệ thông tin",Vũng Tàu,buổi chiều,Công nghệ,
01/11/2025 11:46:22,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Làm việc nhóm, Chăm sóc, Giao tiếp",Đắk Lắk,buổi sáng,Y tế,
01/11/2025 11:46:37,Tổ Chức,,,,,,,Khám sức khỏe miễn phí vùng sâu vùng xa,,"Giao tiếp, Tư vấn, Y tế cơ bản",Nha Trang,online,Y tế,
01/11/2025 11:46:52,Tổ Chức,,,,,,,Hỗ trợ trung tâm khuyết tật học nghề,,"Giảng dạy, Kiên nhẫn, Giao tiếp",TP. Hồ Chí Minh,online,Giáo dục,
01/11/2025 11:47:07,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Giải quyết vấn đề, Công nghệ thông tin, Thiết kế web",Huế,buổi chiều,Công nghệ,
01/11/2025 11:47:22,Tổ Chức,,,,,,,Tổ chức hackathon sinh viên,,"Lập trình, Phân tích dữ liệu, Giải quyết vấn đề",TP. Hồ Chí Minh,buổi chiều,Công nghệ,
01/11/2025 11:47:36,Tổ Chức,,,,,,,Tổ chức trung thu cho trẻ em cơ nhỡ,,"Giao tiếp, Đồng cảm, Tổ chức sự kiện",Thái Bình,linh hoạt,Xã hội,
01/11/2025 11:47:51,Tổ Chức,,,,,,,Cải thiện bảo mật dữ liệu tổ chức phi lợi nhuận,,"Lập trình, Thiết kế web, Giải quyết vấn đề",Kiên Giang,buổi sáng,Công nghệ,
01/11/2025 11:48:06,Tổ Chức,,,,,,,Hỗ trợ ôn thi tốt nghiệp THPT cho học sinh nghèo,,"Giao tiếp, Giảng dạy, Kiên nhẫn",Hà Nội,cuối tuần,Giáo dục,
01/11/2025 11:48:21,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Chăm sóc, Tư vấn, Giao tiếp",Đà Nẵng,linh hoạt,Y tế,
01/11/2025 11:48:36,Tổ Chức,,,,,,,Hướng dẫn phân loại rác tại nguồn,,"Tổ chức sự kiện, Thuyết trình, Làm việc nhóm",Quảng Ninh,buổi tối,Môi trường,
01/11/2025 11:48:51,Tổ Chức,,,,,,,Tổ chức hackathon sinh viên,,"Giải quyết vấn đề, Công nghệ thông tin, Thiết kế web",Hải Phòng,online,Công nghệ,
01/11/2025 11:49:05,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Chăm sóc, Giao tiếp, Tư vấn",Nam Định,buổi tối,Y tế,
01/11/2025 11:49:18,Tổ Chức,,,,,,,Dạy nhạc cho trẻ em vùng cao,,"Truyền thông, Thiết kế, Làm việc nhóm",Huế,cuối tuần,Nghệ thuật,
01/11/2025 11:49:33,Tổ Chức,,,,,,,Hỗ trợ ôn thi tốt nghiệp THPT cho học sinh nghèo,,"Soạn giáo án, Kiên nhẫn, Tổ chức lớp học",TP. Hồ Chí Minh,buổi tối,Giáo dục,
01/11/2025 11:49:48,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Truyền thông, Nghệ thuật, Thiết kế",Thái Bình,online,Nghệ thuật,
01/11/2025 11:50:02,Tổ Chức,,,,,,,Hỗ trợ người vô gia cư,,"Làm việc nhóm, Đồng cảm, Giao tiếp",Bắc Giang,buổi chiều,Xã hội,
01/11/2025 11:50:18,Tổ Chức,,,,,,,Tổ chức lớp học kỹ năng sống,,"Soạn giáo án, Giao tiếp, Tổ chức lớp học",Cần Thơ,online,Giáo dục,
01/11/2025 11:50:32,Tổ Chức,,,,,,,Dọn rác bãi biển Cửa Lò,,"Thuyết trình, Tổ chức sự kiện, Truyền thông",Nghệ An,buổi chiều,Môi trường,
01/11/2025 11:50:46,Tổ Chức,,,,,,,Tổ chức lớp học kỹ năng sống,,"Giao tiếp, Kiên nhẫn, Tổ chức lớp học",Bắc Giang,cuối tuần,Giáo dục,
01/11/2025 11:51:01,Tổ Chức,,,,,,,Dạy học sinh vùng cao,,"Giao tiếp, Soạn giáo án, Giảng dạy",Lào Cai,online,Giáo dục,
01/11/2025 11:51:15,Tổ Chức,,,,,,,Tổ chức trung thu cho trẻ em cơ nhỡ,,"Truyền thông, Làm việc nhóm, Đồng cảm",Quảng Ninh,online,Xã hội,
01/11/2025 11:51:30,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Tư vấn, Y tế cơ bản, Làm việc nhóm",Phú Thọ,online,Y tế,
01/11/2025 11:51:43,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Tư vấn, Y tế cơ bản, Làm việc nhóm",Lào Cai,online,Y tế,
01/11/2025 11:51:57,Tổ Chức,,,,,,,Hỗ trợ bệnh nhân tại bệnh viện,,"Y tế cơ bản, Làm việc nhóm, Tư vấn",Hải Phòng,buổi sáng,Y tế,
01/11/2025 11:52:12,Tổ Chức,,,,,,,Tổ chức Ngày Trái Đất,,"Thuyết trình, Truyền thông, Quan sát",Bình Dương,online,Môi trường,
01/11/2025 11:52:28,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Làm việc nhóm, Thiết kế, Sáng tạo",Nam Định,cuối tuần,Nghệ thuật,
01/11/2025 11:52:43,Tổ Chức,,,,,,,Tham gia cứu trợ lũ lụt,,"Làm việc nhóm, Tổ chức sự kiện, Truyền thông",Bắc Giang,online,Xã hội,
01/11/2025 11:52:58,Tổ Chức,,,,,,,Hỗ trợ ôn thi tốt nghiệp THPT cho học sinh nghèo,,"Soạn giáo án, Tổ chức lớp học, Kiên nhẫn",Thanh Hóa,linh hoạt,Giáo dục,
01/11/2025 11:53:14,Tổ Chức,,,,,,,Tổ chức Ngày Trái Đất,,"Quan sát, Tổ chức sự kiện, Làm việc nhóm",Nghệ An,buổi chiều,Môi trường,
01/11/2025 11:53:30,Tổ Chức,,,,,,,Chăm sóc y tế cộng đồng,,"Làm việc nhóm, Tư vấn, Chăm sóc",Nam Định,cuối tuần,Y tế,
01/11/2025 11:53:47,Tổ Chức,,,,,,,Tổ chức Ngày Trái Đất,,"Thuyết trình, Truyền thông, Quan sát",Vũng Tàu,buổi sáng,Môi trường,
01/11/2025 11:54:04,Tổ Chức,,,,,,,Tuyên truyền bảo vệ môi trường học đường,,"Quan sát, Làm việc nhóm, Tổ chức sự kiện",TP. Hồ Chí Minh,buổi sáng,Môi trường,
01/11/2025 11:54:20,Tổ Chức,,,,,,,Chăm sóc y tế cộng đồng,,"Làm việc nhóm, Giao tiếp, Tư vấn",Nam Định,buổi sáng,Y tế,
01/11/2025 11:54:37,Tổ Chức,,,,,,,Tổ chức lớp học kỹ năng sống,,"Soạn giáo án, Giao tiếp, Giảng dạy",Bắc Giang,buổi chiều,Giáo dục,
01/11/2025 11:54:52,Tổ Chức,,,,,,,Dạy học sinh vùng cao,,"Tổ chức lớp học, Kiên nhẫn, Soạn giáo án",Phú Thọ,cuối tuần,Giáo dục,
01/11/2025 11:55:09,Tổ Chức,,,,,,,Chăm sóc y tế cộng đồng,,"Y tế cơ bản, Làm việc nhóm, Tư vấn",Kiên Giang,linh hoạt,Y tế,
01/11/2025 11:55:26,Tổ Chức,,,,,,,Vẽ tường cổ động môi trường,,"Làm việc nhóm, Thiết kế, Truyền thông",Nha Trang,buổi chiều,Nghệ thuật,
01/11/2025 11:55:42,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Nghệ thuật, Sáng tạo, Làm việc nhóm",Thanh Hóa,buổi chiều,Nghệ thuật,
01/11/2025 11:55:59,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Chăm sóc, Y tế cơ bản, Tư vấn",Thái Bình,cuối tuần,Y tế,
01/11/2025 11:56:15,Tổ Chức,,,,,,,Tổ chức trung thu cho trẻ em cơ nhỡ,,"Tổ chức sự kiện, Giao tiếp, Đồng cảm",Phú Thọ,online,Xã hội,
01/11/2025 11:56:31,Tổ Chức,,,,,,,Chăm sóc người già neo đơn,,"Chăm sóc, Y tế cơ bản, Giao tiếp",TP. Hồ Chí Minh,buổi sáng,Y tế,
01/11/2025 11:56:47,Tổ Chức,,,,,,,Tái chế rác thải nhựa sáng tạo,,"Truyền thông, Thuyết trình, Làm việc nhóm",Bắc Giang,linh hoạt,Môi trường,
01/11/2025 11:57:03,Tổ Chức,,,,,,,Dọn rác bãi biển Cửa Lò,,"Làm việc nhóm, Quan sát, Tổ chức sự kiện",Lào Cai,buổi sáng,Môi trường,
01/11/2025 11:57:21,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Giao tiếp, Tư vấn, Làm việc nhóm",Cần Thơ,buổi chiều,Y tế,
01/11/2025 11:57:35,Tổ Chức,,,,,,,Tổ chức hackathon sinh viên,,"Thiết kế web, Phân tích dữ liệu, Công nghệ thông tin",Quảng Ninh,linh hoạt,Công nghệ,
01/11/2025 11:57:49,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Thiết kế, Truyền thông, Sáng tạo",Quảng Ninh,buổi chiều,Nghệ thuật,
01/11/2025 11:58:03,Tổ Chức,,,,,,,Trồng cây phủ xanh đồi trọc,,"Quan sát, Thuyết trình, Làm việc nhóm",Phú Thọ,cuối tuần,Môi trường,
01/11/2025 11:58:17,Tổ Chức,,,,,,,Tổ chức trung thu cho trẻ em cơ nhỡ,,"Tổ chức sự kiện, Truyền thông, Làm việc nhóm",Cần Thơ,buổi sáng,Xã hội,
01/11/2025 11:58:32,Tổ Chức,,,,,,,Hỗ trợ tổ chức thiện nguyện địa phương,,"Truyền thông, Tổ chức sự kiện, Đồng cảm",Nghệ An,online,Xã hội,
01/11/2025 11:58:46,Tổ Chức,,,,,,,Tổ chức trung thu cho trẻ em cơ nhỡ,,"Giao tiếp, Truyền thông, Tổ chức sự kiện",Đắk Lắk,cuối tuần,Xã hội,
01/11/2025 11:59:00,Tổ Chức,,,,,,,Dạy nhạc cho trẻ em vùng cao,,"Sáng tạo, Thiết kế, Truyền thông",Phú Thọ,buổi chiều,Nghệ thuật,
01/11/2025 11:59:14,Tổ Chức,,,,,,,Cải thiện bảo mật dữ liệu tổ chức phi lợi nhuận,,"Công nghệ thông tin, Giải quyết vấn đề, Thiết kế web",Huế,cuối tuần,Công nghệ,
01/11/2025 11:59:36,Tổ Chức,,,,,,,Hướng dẫn phân loại rác tại nguồn,,"Tổ chức sự kiện, Truyền thông, Làm việc nhóm",Kiên Giang,linh hoạt,Môi trường,
01/11/2025 11:59:50,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Truyền thông, Làm việc nhóm, Sáng tạo",Huế,cuối tuần,Nghệ thuật,
01/11/2025 12:00:06,Tổ Chức,,,,,,,Dạy học sinh vùng cao,,"Soạn giáo án, Kiên nhẫn, Giảng dạy",Lào Cai,buổi tối,Giáo dục,
01/11/2025 12:00:20,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Thiết kế, Sáng tạo, Truyền thông",Long An,cuối tuần,Nghệ thuật,
01/11/2025 12:00:35,Tổ Chức,,,,,,,Cải thiện bảo mật dữ liệu tổ chức phi lợi nhuận,,"Thiết kế web, Giải quyết vấn đề, Công nghệ thông tin",Bình Dương,buổi chiều,Công nghệ,
01/11/2025 12:00:49,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Tổ chức sự kiện, Làm việc nhóm, Thuyết trình",Cần Thơ,buổi sáng,Môi trường,
01/11/2025 12:01:04,Tổ Chức,,,,,,,Hỗ trợ tổ chức thiện nguyện địa phương,,"Giao tiếp, Đồng cảm, Truyền thông",Bình Dương,online,Xã hội,
01/11/2025 12:01:20,Tổ Chức,,,,,,,Hỗ trợ trung tâm khuyết tật học nghề,,"Giao tiếp, Kiên nhẫn, Tổ chức lớp học",Hải Phòng,buổi tối,Giáo dục,
01/11/2025 12:01:35,Tổ Chức,,,,,,,Tổ chức hackathon sinh viên,,"Phân tích dữ liệu, Thiết kế web, Lập trình",Thái Bình,buổi chiều,Công nghệ,
01/11/2025 12:01:49,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Thiết kế, Truyền thông, Sáng tạo",Phú Thọ,buổi chiều,Nghệ thuật,
01/11/2025 12:02:04,Tổ Chức,,,,,,,Tổ chức hoạt động đọc sách cho trẻ em,,"Soạn giáo án, Tổ chức lớp học, Giao tiếp",Nha Trang,buổi sáng,Giáo dục,
01/11/2025 12:02:25,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Giao tiếp, Chăm sóc, Làm việc nhóm",Vũng Tàu,online,Y tế,
01/11/2025 12:03:01,Tổ Chức,,,,,,,Dạy học sinh vùng cao,,"Giao tiếp, Kiên nhẫn, Tổ chức lớp học",Vũng Tàu,buổi sáng,Giáo dục,
01/11/2025 12:03:16,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Nghệ thuật, Truyền thông, Thiết kế",TP. Hồ Chí Minh,cuối tuần,Nghệ thuật,
01/11/2025 12:03:32,Tổ Chức,,,,,,,Hỗ trợ kỹ thuật trong hội thảo trực tuyến,,"Công nghệ thông tin, Phân tích dữ liệu, Thiết kế web",Bình Dương,buổi chiều,Công nghệ,
01/11/2025 12:03:46,Tổ Chức,,,,,,,Gia sư miễn phí cho trẻ em khó khăn,,"Giao tiếp, Tổ chức lớp học, Kiên nhẫn",Long An,linh hoạt,Giáo dục,
01/11/2025 12:04:00,Tổ Chức,,,,,,,Thiết kế hệ thống quản lý tình nguyện viên,,"Lập trình, Giải quyết vấn đề, Thiết kế web",Hải Phòng,linh hoạt,Công nghệ,
01/11/2025 12:04:15,Tổ Chức,,,,,,,Tổ chức Ngày Trái Đất,,"Làm việc nhóm, Quan sát, Truyền thông",Phú Thọ,buổi sáng,Môi trường,
01/11/2025 12:04:31,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Phân tích dữ liệu, Thiết kế web, Giải quyết vấn đề",Thái Bình,linh hoạt,Công nghệ,
01/11/2025 12:04:46,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Sáng tạo, Thiết kế, Làm việc nhóm",Đắk Lắk,buổi chiều,Nghệ thuật,
01/11/2025 12:05:00,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Làm việc nhóm, Quan sát, Tổ chức sự kiện",Đà Nẵng,cuối tuần,Môi trường,
01/11/2025 12:05:15,Tổ Chức,,,,,,,Dạy nhạc cho trẻ em vùng cao,,"Làm việc nhóm, Truyền thông, Nghệ thuật",Phú Thọ,buổi sáng,Nghệ thuật,
01/11/2025 12:05:29,Tổ Chức,,,,,,,Hỗ trợ tổ chức thiện nguyện địa phương,,"Giao tiếp, Truyền thông, Làm việc nhóm",Hải Phòng,cuối tuần,Xã hội,
01/11/2025 12:05:43,Tổ Chức,,,,,,,Dạy học sinh vùng cao,,"Giảng dạy, Soạn giáo án, Tổ chức lớp học",Nam Định,buổi tối,Giáo dục,
01/11/2025 12:05:58,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Nghệ thuật, Làm việc nhóm, Truyền thông",Đà Nẵng,buổi tối,Nghệ thuật,
01/11/2025 12:06:13,Tổ Chức,,,,,,,Tham gia cứu trợ lũ lụt,,"Đồng cảm, Truyền thông, Giao tiếp",TP. Hồ Chí Minh,online,Xã hội,
01/11/2025 12:06:27,Tổ Chức,,,,,,,Tổ chức hoạt động đọc sách cho trẻ em,,"Giảng dạy, Giao tiếp, Soạn giáo án",Thái Bình,linh hoạt,Giáo dục,
01/11/2025 12:06:42,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Giao tiếp, Chăm sóc, Tư vấn",Thanh Hóa,buổi chiều,Y tế,
01/11/2025 12:06:56,Tổ Chức,,,,,,,Phát triển website phi lợi nhuận,,"Phân tích dữ liệu, Công nghệ thông tin, Thiết kế web",Thái Bình,buổi sáng,Công nghệ,
01/11/2025 12:07:10,Tổ Chức,,,,,,,Tuyên truyền bảo vệ môi trường học đường,,"Thuyết trình, Tổ chức sự kiện, Truyền thông",TP. Hồ Chí Minh,cuối tuần,Môi trường,
01/11/2025 12:07:24,Tổ Chức,,,,,,,Tổ chức lớp học kỹ năng sống,,"Giao tiếp, Soạn giáo án, Kiên nhẫn",Lào Cai,cuối tuần,Giáo dục,
01/11/2025 12:07:40,Tổ Chức,,,,,,,Chăm sóc y tế cộng đồng,,"Chăm sóc, Tư vấn, Làm việc nhóm",Thanh Hóa,buổi sáng,Y tế,
01/11/2025 12:07:54,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Làm việc nhóm, Giao tiếp, Tư vấn",Hải Phòng,buổi chiều,Y tế,
01/11/2025 12:08:09,Tổ Chức,,,,,,,Cải thiện bảo mật dữ liệu tổ chức phi lợi nhuận,,"Giải quyết vấn đề, Lập trình, Phân tích dữ liệu",Bắc Giang,buổi chiều,Công nghệ,
